month,avg_listing_price_normalized,normalized_APREF_2022
1,0.3744199595005791,0.0
2,0.0,0.3108860575135045
3,0.6123433546539777,0.5735745810804134
4,0.5567650145586421,0.7591813805425733
5,1.0,0.905282430994978
6,0.7714621046603493,0.8781069490066346
7,0.76529813260519,0.7804557075274187
8,0.623513588903494,0.5196267369915814
9,0.7860660304534535,0.8992850473730888
10,0.8537765026262256,1.0
11,0.0233464963462064,0.8816179931911751
12,0.9191101393085632,0.7606794260613107
