month,avg_listing_price_normalized,normalized_APREF_2022
1,0.2429218127453264,0.0
2,0.0,0.1034853563238236
3,0.3096633634595633,0.3286109995533519
4,0.3832810524053672,0.5818398147348824
5,0.51904583910354,0.7414789681303462
6,0.4798707469575096,0.8414136599244076
7,0.5459104277924002,0.9543931028529176
8,1.0,0.9364295928746496
9,0.2943743282246299,0.8969368950076756
10,0.2179655694552914,0.8766875978215585
11,0.1972500008862216,0.7768054528598614
12,0.796158356718211,1.0
