month,avg_listing_price_normalized,normalized_APREF_2022
1,0.0844621611131371,0.0
2,0.0284767462664773,0.208165427990203
3,0.1699039605823513,0.6024563570099499
4,0.1843195627617834,0.7256858597456187
5,0.2374961078119062,0.8503445727620129
6,0.3741069057942419,0.9564450440128984
7,0.8725971677550556,1.0
8,1.0,0.6890405444390164
9,0.1692065036601129,0.8941284999739617
10,0.1666794631444643,0.9967009958181754
11,0.0,0.7839321716143464
12,0.0917766602299455,0.8430489047818616
