month,avg_listing_price_normalized,normalized_NPREF_2022
1,0.4176151058543117,0.0
2,0.0,0.2033009922822491
3,0.4749601887926508,0.49503197353914
4,0.3228704237271521,0.4553054024255788
5,0.6449437615689863,0.686736493936053
6,0.5817184050262376,0.830194046306505
7,1.0,0.9621058434399118
8,0.9604888031238844,1.0
9,0.5649393159458774,0.7322205071664829
10,0.833160948862934,0.671173098125689
11,0.3236346336153839,0.6162359426681367
12,0.6223759191364546,0.4719801543550165
