month,avg_listing_price_normalized,normalized_NPREF_2022
1,0.2168565756242218,0.0
2,0.0,0.0954154331808296
3,0.266143979891071,0.3342304139420874
4,0.2675749534305085,0.4940352221325141
5,1.0,0.6742902354796189
6,0.4419674775766253,0.7532357535921613
7,0.6798666531580435,1.0
8,0.6168850362982213,0.872654962593355
9,0.1670537135565681,0.6451100620925254
10,0.1010059215839138,0.5942649879136572
11,0.0741053385295208,0.514450675517862
12,0.1990759691616607,0.3803936971601337
