month,avg_listing_price_normalized,normalized_APREF_2022
1,0.4176151058543117,0.0
2,0.0,0.2357348453697491
3,0.4749601887926508,0.567727833445149
4,0.3228704237271521,0.516514813772805
5,0.6449437615689863,0.762932023286515
6,0.5817184050262376,0.854264505377973
7,1.0,0.9917241976323934
8,0.9604888031238844,1.0
9,0.5649393159458774,0.8201181639145584
10,0.833160948862934,0.756404873720432
11,0.3236346336153839,0.771203497305603
12,0.6223759191364546,0.5939749388620772
