month,avg_listing_price_normalized,normalized_NPREF_2022
1,0.4967618770951968,0.0
2,0.3035744459960197,0.0703430252246314
3,0.3396318478112716,0.2693596123445954
4,0.0,0.5099814281353878
5,0.1559081487924298,0.7123008611696174
6,0.1951123461468829,0.7870879225175127
7,0.3124034896880814,1.0
8,0.1909403768570685,0.9898872173029644
9,1.0,0.9265644480147238
10,0.5888533485682879,0.8842599271399784
11,0.130562843490173,0.6823968183343634
12,0.2429125048354476,0.6974069242835862
