month,avg_listing_price_normalized,normalized_APREF_2022
1,0.1281247390681748,0.4121412683773667
2,0.0435138454831993,0.0
3,0.2506226411537494,0.3883795367004828
4,0.1611177243928986,0.7301397855295756
5,0.3958853833491864,0.6885115463209099
6,0.348226245206873,0.7196151829147001
7,0.5567386494926981,1.0
8,1.0,0.9133076547496338
9,0.6357887324987628,0.7188195084902078
10,0.2899349379189097,0.9682815240781932
11,0.0,0.6104992857013689
12,0.2101436730689721,0.7712616864681098
