month,avg_listing_price_normalized,normalized_NPREF_2022
1,0.3744199595005791,0.0
2,0.0,0.2440854209162645
3,0.6123433546539777,0.5497710445829468
4,0.5567650145586421,0.7942587676022549
5,1.0,0.8540160084249688
6,0.7714621046603493,0.7965360189561799
7,0.76529813260519,0.7120242808388553
8,0.623513588903494,0.4745245576522289
9,0.7860660304534535,0.8026148406416165
10,0.8537765026262256,1.0
11,0.0233464963462064,0.7173317159230435
12,0.9191101393085632,0.6422390141999109
