month,avg_listing_price_normalized,normalized_NPREF_2022
1,0.4246366388823403,0.0026685709990227
2,0.0,0.0
3,0.3203737752932333,0.3019369064622015
4,0.2039582212975226,0.6446415595479716
5,0.3862167493768785,0.6680698589290636
6,0.2246151834450736,0.5924603472900849
7,0.5100668470485427,0.9797288832093012
8,0.5518266530756926,1.0
9,0.3892283406081507,0.6214011877020221
10,0.8657855740691672,0.6743967526121928
11,0.5059186069561102,0.3751158886466711
12,1.0,0.6088601568568494
