month,avg_listing_price_normalized,normalized_NPREF_2022
1,0.0844621611131371,0.0
2,0.0284767462664773,0.1652131395297151
3,0.1699039605823513,0.4975388289319802
4,0.1843195627617834,0.7477337208179481
5,0.2374961078119062,0.7677835971999332
6,0.3741069057942419,0.8672742572572895
7,0.8725971677550556,1.0
8,1.0,0.8094795781199945
9,0.1692065036601129,0.803908567119294
10,0.1666794631444643,0.9430213683663567
11,0.0,0.6443507410183427
12,0.0917766602299455,0.770171348516967
