month,avg_listing_price_normalized,normalized_APREF_2022
1,0.2102400930228498,0.0
2,0.0,0.3557502395525744
3,1.0,0.5255490153900307
4,0.449221097084132,0.8089250444883352
5,0.5208938041503773,0.8440659405127403
6,0.636541778938133,0.7767858888867161
7,0.8932519824631364,0.9937618554080216
8,0.9310512952260096,1.0
9,0.4069025874880924,0.7941998944013141
10,0.2460191721828976,0.8918102352504058
11,0.2676449407982367,0.5681502630189491
12,0.5415393637347301,0.5164166845923696
